#MP_Number	CNL	EG	EFermi	ValenceMax	CondMin	ENegDiff	Formula	Cost
570293	0.03880600000000001	0.26461200000000007	-0.3458060000000005	-0.03880600000000012	0.2258060000000004	0.20999999999999996	b'Nb5Ga3'	0.4520123839009288
570314	2.536314	4.0956280000000005	-2.504314	-2.536314	1.5583140000000002	0.9700000000000002	b'CdI2'	10.748299319727892
570315	2.718672	4.927344000000001	-2.706672	-2.718672	2.208672	0.8500000000000001	b'PBr2N'	0.7176666666666667
570324	2.413074	3.7451480000000004	-2.3220739999999997	-2.413074	1.3320740000000004	2.14	b'Rb2TeBr6'	1002.0333333333333
570325	0.309624	0.13924800000000004	-0.46062400000000014	-0.3096239999999999	-0.17037600000000008	0.009999999999999787	b'AuSe'	342.5806451612903
570351	0.25339800000000007	0.6797960000000001	-0.3423980000000002	-0.2533979999999998	0.4273979999999993	1.6099999999999999	b'Na2Sn3Au'	323.9443684814484
570356	0.20755600000000002	0.43311200000000005	-0.3775559999999998	-0.20755599999999985	0.2255560000000001	1.2000000000000002	b'Ca5Ir'	2500.0001
570362	0.168722	0.31044399999999994	-0.37272199999999955	-0.16872199999999982	0.14172200000000013	0.8300000000000001	b'Sr5In3'	18.76388888888889
570370	1.3681080000000003	2.9242160000000004	-1.363108	-1.3681079999999999	1.556108	0.5899999999999999	b'SnPSe3'	60.45554545454546
570390	0.099244	0.314488	-0.30124400000000007	-0.09924400000000011	0.21424399999999988	1.1199999999999997	b'Ba5Al2Ge7'	5.014730272596844
570400	0.26619	0.82538	-0.29818999999999996	-0.2661899999999999	0.5601900000000004	0.7200000000000001	b'Ba7Al10'	0.020710186513629842
570410	2.5336619999999996	4.098324	-2.4656619999999996	-2.5336619999999996	1.5646620000000002	0.9700000000000002	b'CdI2'	10.748299319727892
570428	-0.025934000000000013	0.251132	-0.41906599999999994	0.025934000000000346	0.2770659999999996	0.41999999999999993	b'Sc3In'	6.365384615384615
570437	2.530444	4.088888	-2.519444	-2.530444	1.5584440000000002	0.9700000000000002	b'CdI2'	10.748299319727892
570448	2.1648820000000004	4.138764	-2.1288820000000004	-2.1648820000000004	1.9738819999999997	0.9700000000000002	b'CdI2'	10.748299319727892
570455	0.435498	0.881996	-0.44849799999999984	-0.43549799999999994	0.44649800000000006	1.87	b'CsNb6I11'	23.328236557781008
570472	2.527052	4.078104	-2.4560519999999997	-2.527052	1.5520519999999998	0.9700000000000002	b'CdI2'	10.748299319727892
570482	-0.26604800000000006	0.505904	0.11004799999999992	0.2660480000000005	0.7719519999999997	1.1199999999999997	b'Ba(AlGe)2'	1.4315369952859194
570492	2.1734920000000004	4.158984	-2.108492000000001	-2.1734920000000004	1.9864919999999993	0.9700000000000002	b'CdI2'	10.748299319727892
570499	0.69577	1.05454	-0.06676999999999822	-0.6957699999999996	0.35777000000000214	1.94	b'La5(BN3)2'	0.6769438810006762
570505	2.26809	3.9931800000000006	-2.2430899999999996	-2.26809	1.7250900000000016	2.04	b'Ca3(AlN2)2'	0.20008439024390245
570506	0.16026400000000007	1.2985280000000001	-0.06626399999999943	-0.16026399999999974	1.1382640000000004	1.33	b'ZrI2'	4.089324960753532
570511	2.532054	4.109108	-2.5270539999999997	-2.532054	1.577054	0.9700000000000002	b'CdI2'	10.748299319727892
570544	2.2904400000000003	4.700880000000001	-2.2584400000000002	-2.2904400000000003	2.4104400000000004	1.83	b'Zr(SeCl6)2'	40.07828054298643
570547	0.29378000000000004	0.53556	-0.5947800000000001	-0.29377999999999993	0.24078	0.6499999999999997	b'Sc6Ni16Ge7'	5.408547008547009
570552	2.1671440000000004	4.156288000000001	-2.1441440000000007	-2.1671440000000004	1.989144	0.9700000000000002	b'CdI2'	10.748299319727892
570553	0.859396	1.9967920000000001	-0.7693959999999986	-0.8593959999999994	1.138396000000002	0.3599999999999999	b'FeP4'	0.004015873015873016
570558	-0.017428000000000055	0.681144	-0.0925720000000001	0.017428	0.6975720000000001	2.3400000000000003	b'Rb2NbCl6'	0.12745098039215685
570559	2.5334019999999997	4.111804	-2.4764019999999998	-2.5334019999999997	1.578402	0.9700000000000002	b'CdI2'	10.748299319727892
570568	0.10381799999999997	1.124636	-0.025818000000000008	-0.10381799999999997	1.0218180000000001	0.8000000000000003	b'W2NCl8'	1.91524064171123
570578	-0.5987739999999999	0.03545199999999993	-0.5512259999999989	0.5987740000000006	0.6352260000000012	0.44999999999999996	b'ZrIn3'	18.75769230769231
